prefix_s,project_s,targeted_locus_name_s,div_s,organism_an,bioproject_s,biosample_ss,infra_name_ss,other_src_ss,contigs_total_length_l,contigs_count_l,contigs_proteins_count_l,contigs_annotated_s,scaffolds_count_l,scaffolds_proteins_count_l,scaffolds_total_length_l,scaffolds_annotated_s,scaffolds_range_ss,chromosome_range_ss,update_date_dt,create_date_dt
JAINXS01,WGS,,BCT,Enterococcus faecalis,PRJNA759098,SAMN20719234,strain: S.22.19.Ef,"host: Homo sapiens,isolation_source: rectal swab neonate",2839878,27,0,No,0,0,0,No,,,2021-09-26T00:00:00Z,2021-09-26T00:00:00Z
JAINXU01,WGS,,BCT,Enterococcus faecalis,PRJNA759098,SAMN20719232,strain: S.44.19.Ef,"host: Homo sapiens,isolation_source: rectal swab neonate",2989265,75,0,No,0,0,0,No,,,2021-09-26T00:00:00Z,2021-09-26T00:00:00Z
JAINXW01,WGS,,BCT,Enterococcus faecalis,PRJNA759098,SAMN20719230,strain: S.40.19.Ef,"host: Homo sapiens,isolation_source: rectal swab neonate",2949826,64,0,No,0,0,0,No,,,2021-09-26T00:00:00Z,2021-09-26T00:00:00Z
JAINXY01,WGS,,BCT,Enterococcus faecalis,PRJNA759098,SAMN20719228,strain: S.30.19.Ef,"host: Homo sapiens,isolation_source: rectal swab neonate",2927930,49,0,No,0,0,0,No,,,2021-09-26T00:00:00Z,2021-09-26T00:00:00Z
JAINYA01,WGS,,BCT,Enterococcus faecalis,PRJNA759098,SAMN20719226,strain: S.101.20.Ef,"host: Homo sapiens,isolation_source: rectal swab neonate",2771820,53,0,No,0,0,0,No,,,2021-09-26T00:00:00Z,2021-09-26T00:00:00Z
JAINYB01,WGS,,BCT,Enterococcus faecalis,PRJNA759098,SAMN20719225,strain: S.42.19.Ef,"host: Homo sapiens,isolation_source: rectal swab neonate",2946022,94,0,No,0,0,0,No,,,2021-09-26T00:00:00Z,2021-09-26T00:00:00Z
JAINYD01,WGS,,BCT,Enterococcus faecalis,PRJNA759098,SAMN20719223,strain: S.106.20.Ef,"host: Homo sapiens,isolation_source: rectal swab neonate",3011119,216,0,No,0,0,0,No,,,2021-09-26T00:00:00Z,2021-09-26T00:00:00Z
JAINYF01,WGS,,BCT,Staphylococcus aureus,PRJNA759098,SAMN20719218,strain: S.182.19.Sa,"host: Homo sapiens,isolation_source: rectal swab neonate",2671467,50,0,No,0,0,0,No,,,2021-09-26T00:00:00Z,2021-09-26T00:00:00Z
JAINYI01,WGS,,BCT,Staphylococcus aureus,PRJNA759098,SAMN20719215,strain: S.6.20.Sa,"host: Homo sapiens,isolation_source: rectal swab neonate",2675234,102,0,No,0,0,0,No,,,2021-09-26T00:00:00Z,2021-09-26T00:00:00Z
JAINYN01,WGS,,BCT,Staphylococcus aureus,PRJNA759098,SAMN20719210,strain: S.127.20.Sa,"host: Homo sapiens,isolation_source: rectal swab neonate",2753088,70,0,No,0,0,0,No,,,2021-09-26T00:00:00Z,2021-09-26T00:00:00Z
JAINYR01,WGS,,BCT,Staphylococcus aureus,PRJNA759098,SAMN20719206,strain: S.131.20.Sa,"host: Homo sapiens,isolation_source: rectal swab neonate",2679830,151,0,No,0,0,0,No,,,2021-09-26T00:00:00Z,2021-09-26T00:00:00Z
JAINYY01,WGS,,BCT,Staphylococcus aureus,PRJNA759098,SAMN20719199,strain: S.9.20.Sa,"host: Homo sapiens,isolation_source: rectal swab neonate",2684478,82,0,No,0,0,0,No,,,2021-09-26T00:00:00Z,2021-09-26T00:00:00Z
JAINZA01,WGS,,BCT,Staphylococcus aureus,PRJNA759098,SAMN20719197,strain: S.10.20.Sa,"host: Homo sapiens,isolation_source: rectal swab neonate",2845915,99,0,No,0,0,0,No,,,2021-09-26T00:00:00Z,2021-09-26T00:00:00Z
JAINZC01,WGS,,BCT,Staphylococcus aureus,PRJNA759098,SAMN20719195,strain: S.110.20.Sa,"host: Homo sapiens,isolation_source: rectal swab neonate",2848979,69,0,No,0,0,0,No,,,2021-09-26T00:00:00Z,2021-09-26T00:00:00Z
JAINZE01,WGS,,BCT,Staphylococcus aureus,PRJNA759098,SAMN20719193,strain: S.21.20.Sa,"host: Homo sapiens,isolation_source: rectal swab neonate",2798878,74,0,No,0,0,0,No,,,2021-09-26T00:00:00Z,2021-09-26T00:00:00Z
JAINZG01,WGS,,BCT,Staphylococcus aureus,PRJNA759098,SAMN20719191,strain: S.107.20.Sa,"host: Homo sapiens,isolation_source: rectal swab neonate",2752962,102,0,No,0,0,0,No,,,2021-09-26T00:00:00Z,2021-09-26T00:00:00Z
JAINZK01,WGS,,BCT,Staphylococcus aureus,PRJNA759098,SAMN20719187,strain: S.103.20.Sa,"host: Homo sapiens,isolation_source: rectal swab neonate",2747558,107,0,No,0,0,0,No,,,2021-09-26T00:00:00Z,2021-09-26T00:00:00Z
JAIOGP01,WGS,,BCT,Staphylococcus aureus,PRJNA759098,SAMN20719219,strain: S.189.19.Sa,"host: Homo sapiens,isolation_source: rectal swab neonate",2749037,53,0,No,0,0,0,No,,,2021-09-29T00:00:00Z,2021-09-29T00:00:00Z
JAFHHM01,WGS,,BCT,Klebsiella pneumoniae,PRJNA692829,SAMN17373074,strain: Survcare406,"host: Homo sapiens,isolation_source: Rectal swab/stool",5659967,130,0,No,0,0,0,No,,,2021-05-20T00:00:00Z,2021-05-20T00:00:00Z
JAFHHN01,WGS,,BCT,Klebsiella pneumoniae,PRJNA692829,SAMN17373075,strain: Survcare407,"host: Homo sapiens,isolation_source: Rectal swab/stool",5658225,118,0,No,0,0,0,No,,,2021-05-20T00:00:00Z,2021-05-20T00:00:00Z
JAFHHP01,WGS,,BCT,Escherichia coli,PRJNA692829,SAMN17373077,strain: Survcare409,"host: Homo sapiens,isolation_source: Rectal swab/stool",5422271,305,0,No,0,0,0,No,,,2021-05-20T00:00:00Z,2021-05-20T00:00:00Z
JAFHHQ01,WGS,,BCT,Citrobacter freundii,PRJNA692829,SAMN17373078,strain: Survcare410,"host: Homo sapiens,isolation_source: Rectal swab/stool",5136999,107,0,No,0,0,0,No,,,2021-05-20T00:00:00Z,2021-05-20T00:00:00Z
JAFHHY01,WGS,,BCT,Klebsiella aerogenes,PRJNA692829,SAMN17373086,strain: Survcare422,"host: Homo sapiens,isolation_source: Rectal swab/stool",5048501,100,0,No,0,0,0,No,,,2021-05-20T00:00:00Z,2021-05-20T00:00:00Z
JAFHHZ01,WGS,,BCT,Escherichia coli,PRJNA692829,SAMN17373087,strain: Survcare423,"host: Homo sapiens,isolation_source: Rectal swab/stool",5144412,189,0,No,0,0,0,No,,,2021-05-20T00:00:00Z,2021-05-20T00:00:00Z
JAFHIA01,WGS,,BCT,Klebsiella pneumoniae,PRJNA692829,SAMN17373088,strain: Survcare425,"host: Homo sapiens,isolation_source: Rectal swab/stool",5563745,82,0,No,0,0,0,No,,,2021-05-20T00:00:00Z,2021-05-20T00:00:00Z
JAFHIE01,WGS,,BCT,Citrobacter freundii,PRJNA692829,SAMN17373092,strain: Survcare429,"host: Homo sapiens,isolation_source: Rectal swab/stool",5288277,112,0,No,0,0,0,No,,,2021-05-20T00:00:00Z,2021-05-20T00:00:00Z
JAFHIF01,WGS,,BCT,Klebsiella aerogenes,PRJNA692829,SAMN17373093,strain: Survcare430,"host: Homo sapiens,isolation_source: Rectal swab/stool",5048741,76,0,No,0,0,0,No,,,2021-05-20T00:00:00Z,2021-05-20T00:00:00Z
JAFHIJ01,WGS,,BCT,Klebsiella aerogenes,PRJNA692829,SAMN17373098,strain: Survcare435,"host: Homo sapiens,isolation_source: Rectal swab/stool",5183125,60,0,No,0,0,0,No,,,2021-05-20T00:00:00Z,2021-05-20T00:00:00Z
JAFHIK01,WGS,,BCT,Serratia marcescens,PRJNA692829,SAMN17373099,strain: Survcare436,"host: Homo sapiens,isolation_source: Rectal swab/stool",5603657,71,0,No,0,0,0,No,,,2021-05-20T00:00:00Z,2021-05-20T00:00:00Z
JAFHIM01,WGS,,BCT,Klebsiella pneumoniae,PRJNA692829,SAMN17373101,strain: Survcare440,"host: Homo sapiens,isolation_source: Rectal swab/stool",5525023,87,0,No,0,0,0,No,,,2021-05-20T00:00:00Z,2021-05-20T00:00:00Z
JAFHIN01,WGS,,BCT,Klebsiella pneumoniae,PRJNA692829,SAMN17373102,strain: Survcare441,"host: Homo sapiens,isolation_source: Rectal swab/stool",5535082,113,0,No,0,0,0,No,,,2021-05-20T00:00:00Z,2021-05-20T00:00:00Z
JAFHIO01,WGS,,BCT,Klebsiella aerogenes,PRJNA692829,SAMN17373103,strain: Survcare442,"host: Homo sapiens,isolation_source: Rectal swab/stool",5046499,88,0,No,0,0,0,No,,,2021-05-20T00:00:00Z,2021-05-20T00:00:00Z
JAFHIP01,WGS,,BCT,Escherichia coli,PRJNA692829,SAMN17373104,strain: Survcare443,"host: Homo sapiens,isolation_source: Rectal swab/stool",5107597,277,0,No,0,0,0,No,,,2021-05-20T00:00:00Z,2021-05-20T00:00:00Z
JAFHIQ01,WGS,,BCT,Klebsiella aerogenes,PRJNA692829,SAMN17373105,strain: Survcare444,"host: Homo sapiens,isolation_source: Rectal swab/stool",5180760,67,0,No,0,0,0,No,,,2021-05-20T00:00:00Z,2021-05-20T00:00:00Z
JAFHIR01,WGS,,BCT,Klebsiella aerogenes,PRJNA692829,SAMN17373106,strain: Survcare445,"host: Homo sapiens,isolation_source: Rectal swab/stool",5105602,49,0,No,0,0,0,No,,,2021-05-20T00:00:00Z,2021-05-20T00:00:00Z
JAFHIS01,WGS,,BCT,Klebsiella pneumoniae,PRJNA692829,SAMN17373107,strain: Survcare446,"host: Homo sapiens,isolation_source: Rectal swab/stool",6006815,263,0,No,0,0,0,No,,,2021-05-20T00:00:00Z,2021-05-20T00:00:00Z
JAFHIZ01,WGS,,BCT,Escherichia coli,PRJNA692829,SAMN17373114,strain: Survcare453,"host: Homo sapiens,isolation_source: Rectal swab/stool",4954238,166,0,No,0,0,0,No,,,2021-05-20T00:00:00Z,2021-05-20T00:00:00Z
JAFHJB01,WGS,,BCT,Citrobacter freundii,PRJNA692829,SAMN17373116,strain: Survcare457,"host: Homo sapiens,isolation_source: Rectal swab/stool",5380713,111,0,No,0,0,0,No,,,2021-05-20T00:00:00Z,2021-05-20T00:00:00Z
JAFHJC01,WGS,,BCT,Klebsiella pneumoniae,PRJNA692829,SAMN17373117,strain: Survcare458,"host: Homo sapiens,isolation_source: Rectal swab/stool",5445382,80,0,No,0,0,0,No,,,2021-05-20T00:00:00Z,2021-05-20T00:00:00Z
JAFHJD01,WGS,,BCT,Raoultella ornithinolytica,PRJNA692829,SAMN17373118,strain: Survcare460,"host: Homo sapiens,isolation_source: Rectal swab/stool",5615139,51,0,No,0,0,0,No,,,2021-05-20T00:00:00Z,2021-05-20T00:00:00Z
JAFHJE01,WGS,,BCT,Klebsiella pneumoniae,PRJNA692829,SAMN17373119,strain: Survcare461,"host: Homo sapiens,isolation_source: Rectal swab/stool",5801478,144,0,No,0,0,0,No,,,2021-05-20T00:00:00Z,2021-05-20T00:00:00Z
JAFHJF01,WGS,,BCT,Citrobacter braakii,PRJNA692829,SAMN17373120,strain: Survcare462,"host: Homo sapiens,isolation_source: Rectal swab/stool",4919740,53,0,No,0,0,0,No,,,2021-05-20T00:00:00Z,2021-05-20T00:00:00Z
JAFHJG01,WGS,,BCT,Escherichia coli,PRJNA692829,SAMN17373121,strain: Survcare463,"host: Homo sapiens,isolation_source: Rectal swab/stool",5212914,254,0,No,0,0,0,No,,,2021-05-20T00:00:00Z,2021-05-20T00:00:00Z
JAFHJH01,WGS,,BCT,Klebsiella pneumoniae,PRJNA692829,SAMN17373122,strain: Survcare464,"host: Homo sapiens,isolation_source: Rectal swab/stool",5451696,81,0,No,0,0,0,No,,,2021-05-20T00:00:00Z,2021-05-20T00:00:00Z
JAFHJJ01,WGS,,BCT,Klebsiella pneumoniae,PRJNA692829,SAMN17373124,strain: Survcare467,"host: Homo sapiens,isolation_source: Rectal swab/stool",5941051,146,0,No,0,0,0,No,,,2021-05-20T00:00:00Z,2021-05-20T00:00:00Z
JAFHJX01,WGS,,BCT,Klebsiella aerogenes,PRJNA692829,SAMN17373138,strain: va17071465,"host: Homo sapiens,isolation_source: Rectal swab/stool",5222871,357,0,No,0,0,0,No,,,2021-05-20T00:00:00Z,2021-05-20T00:00:00Z
JAFHKB01,WGS,,BCT,Enterobacter hormaechei,PRJNA692829,SAMN17373142,strain: va18096115,"host: Homo sapiens,isolation_source: Rectal swab/stool",4892067,130,0,No,0,0,0,No,,,2021-05-20T00:00:00Z,2021-05-20T00:00:00Z
JAFHKD01,WGS,,BCT,Klebsiella aerogenes,PRJNA692829,SAMN17373144,strain: va19116604,"host: Homo sapiens,isolation_source: Rectal swab/stool",5114845,68,0,No,0,0,0,No,,,2021-05-20T00:00:00Z,2021-05-20T00:00:00Z
JAFHKE01,WGS,,BCT,Enterobacter hormaechei,PRJNA692829,SAMN17373145,strain: va19138769,"host: Homo sapiens,isolation_source: Rectal swab/stool",4463886,52,0,No,0,0,0,No,,,2021-05-20T00:00:00Z,2021-05-20T00:00:00Z
JAFHLX01,WGS,,BCT,Klebsiella pneumoniae,PRJNA692829,SAMN17371777,strain: 10306-17,"host: Homo sapiens,isolation_source: Rectal swab/stool",5569068,113,0,No,0,0,0,No,,,2021-05-21T00:00:00Z,2021-05-21T00:00:00Z
JAFHME01,WGS,,BCT,Klebsiella pneumoniae,PRJNA692829,SAMN17371784,strain: NRZ-17079,"host: Homo sapiens,isolation_source: Rectal swab/stool",5638339,220,0,No,0,0,0,No,,,2021-05-21T00:00:00Z,2021-05-21T00:00:00Z
JAFHMM01,WGS,,BCT,Klebsiella pneumoniae,PRJNA692829,SAMN17371792,strain: NRZ-26443,"host: Homo sapiens,isolation_source: Rectal swab/stool",5797960,302,0,No,0,0,0,No,,,2021-05-21T00:00:00Z,2021-05-21T00:00:00Z
JAFHMR01,WGS,,BCT,Escherichia coli,PRJNA692829,SAMN17371797,strain: NRZ-29911a,"host: Homo sapiens,isolation_source: Rectal swab/stool",5038981,176,0,No,0,0,0,No,,,2021-05-21T00:00:00Z,2021-05-21T00:00:00Z
JAFHMS01,WGS,,BCT,Citrobacter freundii,PRJNA692829,SAMN17371798,strain: NRZ-29912,"host: Homo sapiens,isolation_source: Rectal swab/stool",4964119,377,0,No,0,0,0,No,,,2021-05-21T00:00:00Z,2021-05-21T00:00:00Z
JAFHMT01,WGS,,BCT,Klebsiella variicola,PRJNA692829,SAMN17371799,strain: NRZ-30046,"host: Homo sapiens,isolation_source: Rectal swab/stool",5693830,203,0,No,0,0,0,No,,,2021-05-21T00:00:00Z,2021-05-21T00:00:00Z
JAFHMV01,WGS,,BCT,Klebsiella pneumoniae,PRJNA692829,SAMN17371801,strain: NRZ-31125,"host: Homo sapiens,isolation_source: Rectal swab/stool",5860220,299,0,No,0,0,0,No,,,2021-05-21T00:00:00Z,2021-05-21T00:00:00Z
JAFHMW01,WGS,,BCT,Citrobacter freundii,PRJNA692829,SAMN17371802,strain: NRZ-31131,"host: Homo sapiens,isolation_source: Rectal swab/stool",4964783,239,0,No,0,0,0,No,,,2021-05-21T00:00:00Z,2021-05-21T00:00:00Z
JAFHMX01,WGS,,BCT,Citrobacter freundii,PRJNA692829,SAMN17371803,strain: NRZ-31836,"host: Homo sapiens,isolation_source: Rectal swab/stool",5183365,98,0,No,0,0,0,No,,,2021-05-21T00:00:00Z,2021-05-21T00:00:00Z
JAFHMY01,WGS,,BCT,Escherichia coli,PRJNA692829,SAMN17371804,strain: NRZ-32009,"host: Homo sapiens,isolation_source: Rectal swab/stool",5292600,1201,0,No,0,0,0,No,,,2021-05-21T00:00:00Z,2021-05-21T00:00:00Z
JAFHNA01,WGS,,BCT,Escherichia coli,PRJNA692829,SAMN17371806,strain: NRZ-32446,"host: Homo sapiens,isolation_source: Rectal swab/stool",5274339,1420,0,No,0,0,0,No,,,2021-05-21T00:00:00Z,2021-05-21T00:00:00Z
JAFHNF01,WGS,,BCT,Klebsiella variicola,PRJNA692829,SAMN17371811,strain: NRZ-33665,"host: Homo sapiens,isolation_source: Rectal swab/stool",5297008,110,0,No,0,0,0,No,,,2021-05-21T00:00:00Z,2021-05-21T00:00:00Z
JAFHNJ01,WGS,,BCT,Pseudomonas aeruginosa,PRJNA692829,SAMN17371815,strain: NRZ-33784,"host: Homo sapiens,isolation_source: Rectal swab/stool",7232579,3376,0,No,0,0,0,No,,,2021-05-21T00:00:00Z,2021-05-21T00:00:00Z
JAFHNN01,WGS,,BCT,Pseudomonas aeruginosa,PRJNA692829,SAMN17371819,strain: NRZ-34952,"host: Homo sapiens,isolation_source: Rectal swab/stool",7072992,253,0,No,0,0,0,No,,,2021-05-21T00:00:00Z,2021-05-21T00:00:00Z
JAFHNP01,WGS,,BCT,Klebsiella michiganensis,PRJNA692829,SAMN17371821,strain: NRZ-36109,"host: Homo sapiens,isolation_source: Rectal swab/stool",6067990,310,0,No,0,0,0,No,,,2021-05-21T00:00:00Z,2021-05-21T00:00:00Z
JAFHNU01,WGS,,BCT,Klebsiella michiganensis,PRJNA692829,SAMN17371826,strain: NRZ-36825,"host: Homo sapiens,isolation_source: Rectal swab/stool",5974612,90,0,No,0,0,0,No,,,2021-05-21T00:00:00Z,2021-05-21T00:00:00Z
JAFHNV01,WGS,,BCT,Klebsiella michiganensis,PRJNA692829,SAMN17371827,strain: NRZ-36826,"host: Homo sapiens,isolation_source: Rectal swab/stool",5982510,139,0,No,0,0,0,No,,,2021-05-21T00:00:00Z,2021-05-21T00:00:00Z
JAFHOB01,WGS,,BCT,Citrobacter freundii,PRJNA692829,SAMN17371833,strain: NRZ-37969,"host: Homo sapiens,isolation_source: Rectal swab/stool",5182355,169,0,No,0,0,0,No,,,2021-05-21T00:00:00Z,2021-05-21T00:00:00Z
JAFHOC01,WGS,,BCT,Klebsiella pneumoniae,PRJNA692829,SAMN17371834,strain: NRZ-38150,"host: Homo sapiens,isolation_source: Rectal swab/stool",5719303,172,0,No,0,0,0,No,,,2021-05-21T00:00:00Z,2021-05-21T00:00:00Z
JAFHOD01,WGS,,BCT,Enterobacter hormaechei,PRJNA692829,SAMN17371835,strain: NRZ-38364,"host: Homo sapiens,isolation_source: Rectal swab/stool",4922068,98,0,No,0,0,0,No,,,2021-05-21T00:00:00Z,2021-05-21T00:00:00Z
JAFHOF01,WGS,,BCT,Citrobacter freundii,PRJNA692829,SAMN17371837,strain: NRZ-38718,"host: Homo sapiens,isolation_source: Rectal swab/stool",5067290,433,0,No,0,0,0,No,,,2021-05-21T00:00:00Z,2021-05-21T00:00:00Z
JAFHOI01,WGS,,BCT,Citrobacter freundii,PRJNA692829,SAMN17371840,strain: NRZ-38954,"host: Homo sapiens,isolation_source: Rectal swab/stool",5442038,1157,0,No,0,0,0,No,,,2021-05-21T00:00:00Z,2021-05-21T00:00:00Z
JAFHOQ01,WGS,,BCT,Klebsiella michiganensis,PRJNA692829,SAMN17371848,strain: NRZ-41473,"host: Homo sapiens,isolation_source: Rectal swab/stool",6024865,68,0,No,0,0,0,No,,,2021-05-21T00:00:00Z,2021-05-21T00:00:00Z
JAFHOU01,WGS,,BCT,Raoultella ornithinolytica,PRJNA692829,SAMN17371852,strain: NRZ-41724,"host: Homo sapiens,isolation_source: Rectal swab/stool",5464866,629,0,No,0,0,0,No,,,2021-05-21T00:00:00Z,2021-05-21T00:00:00Z
JAFHPB01,WGS,,BCT,Enterobacter hormaechei,PRJNA692829,SAMN17371859,strain: sc17223997,"host: Homo sapiens,isolation_source: Rectal swab/stool",4682501,110,0,No,0,0,0,No,,,2021-05-21T00:00:00Z,2021-05-21T00:00:00Z
JAFHPD01,WGS,,BCT,Escherichia coli,PRJNA692829,SAMN17371861,strain: sc17236944,"host: Homo sapiens,isolation_source: Rectal swab/stool",4795594,157,0,No,0,0,0,No,,,2021-05-21T00:00:00Z,2021-05-21T00:00:00Z
JAFHPE01,WGS,,BCT,Citrobacter freundii,PRJNA692829,SAMN17371862,strain: sc17238571,"host: Homo sapiens,isolation_source: Rectal swab/stool",5621428,92,0,No,0,0,0,No,,,2021-05-21T00:00:00Z,2021-05-21T00:00:00Z
JAFHPF01,WGS,,BCT,Enterobacter hormaechei,PRJNA692829,SAMN17371863,strain: sc17259839,"host: Homo sapiens,isolation_source: Rectal swab/stool",5003043,113,0,No,0,0,0,No,,,2021-05-21T00:00:00Z,2021-05-21T00:00:00Z
JAFHPG01,WGS,,BCT,Klebsiella pneumoniae,PRJNA692829,SAMN17371864,strain: sc17262611,"host: Homo sapiens,isolation_source: Rectal swab/stool",5567130,195,0,No,0,0,0,No,,,2021-05-21T00:00:00Z,2021-05-21T00:00:00Z
JAFHPH01,WGS,,BCT,Enterobacter roggenkampii,PRJNA692829,SAMN17371865,strain: sc17266060,"host: Homo sapiens,isolation_source: Rectal swab/stool",4733266,47,0,No,0,0,0,No,,,2021-05-21T00:00:00Z,2021-05-21T00:00:00Z
JAFHPI01,WGS,,BCT,Citrobacter freundii,PRJNA692829,SAMN17371866,strain: sc17286987,"host: Homo sapiens,isolation_source: Rectal swab/stool",5683177,289,0,No,0,0,0,No,,,2021-05-21T00:00:00Z,2021-05-21T00:00:00Z
JAFHPJ01,WGS,,BCT,Klebsiella pneumoniae,PRJNA692829,SAMN17371867,strain: sc17288868,"host: Homo sapiens,isolation_source: Rectal swab/stool",5591242,211,0,No,0,0,0,No,,,2021-05-21T00:00:00Z,2021-05-21T00:00:00Z
JAFHPK01,WGS,,BCT,Klebsiella pneumoniae,PRJNA692829,SAMN17371868,strain: sc17290012,"host: Homo sapiens,isolation_source: Rectal swab/stool",5536176,130,0,No,0,0,0,No,,,2021-05-21T00:00:00Z,2021-05-21T00:00:00Z
JAFHPL01,WGS,,BCT,Klebsiella pneumoniae,PRJNA692829,SAMN17371869,strain: sc17290660,"host: Homo sapiens,isolation_source: Rectal swab/stool",5741957,218,0,No,0,0,0,No,,,2021-05-21T00:00:00Z,2021-05-21T00:00:00Z
JAFHPO01,WGS,,BCT,Escherichia coli,PRJNA692829,SAMN17371872,strain: sc17304042,"host: Homo sapiens,isolation_source: Rectal swab/stool",4951647,524,0,No,0,0,0,No,,,2021-05-21T00:00:00Z,2021-05-21T00:00:00Z
JAFHPQ01,WGS,,BCT,Klebsiella pneumoniae,PRJNA692829,SAMN17371874,strain: sc17326118,"host: Homo sapiens,isolation_source: Rectal swab/stool",5598896,184,0,No,0,0,0,No,,,2021-05-21T00:00:00Z,2021-05-21T00:00:00Z
JAFHPR01,WGS,,BCT,Klebsiella pneumoniae,PRJNA692829,SAMN17371875,strain: sc17326834,"host: Homo sapiens,isolation_source: Rectal swab/stool",5895179,156,0,No,0,0,0,No,,,2021-05-21T00:00:00Z,2021-05-21T00:00:00Z
JAFHPS01,WGS,,BCT,Klebsiella pneumoniae,PRJNA692829,SAMN17371876,strain: sc18328822,"host: Homo sapiens,isolation_source: Rectal swab/stool",5434206,261,0,No,0,0,0,No,,,2021-05-21T00:00:00Z,2021-05-21T00:00:00Z
JAFHPT01,WGS,,BCT,Klebsiella pneumoniae,PRJNA692829,SAMN17371877,strain: sc18330209,"host: Homo sapiens,isolation_source: Rectal swab/stool",5240493,68,0,No,0,0,0,No,,,2021-05-21T00:00:00Z,2021-05-21T00:00:00Z
JAFHPU01,WGS,,BCT,Klebsiella pneumoniae,PRJNA692829,SAMN17371878,strain: sc18353261,"host: Homo sapiens,isolation_source: Rectal swab/stool",5618590,120,0,No,0,0,0,No,,,2021-05-21T00:00:00Z,2021-05-21T00:00:00Z
JAFHPV01,WGS,,BCT,Citrobacter freundii,PRJNA692829,SAMN17371879,strain: sc18364826,"host: Homo sapiens,isolation_source: Rectal swab/stool",5078637,84,0,No,0,0,0,No,,,2021-05-21T00:00:00Z,2021-05-21T00:00:00Z
JAFHPX01,WGS,,BCT,Klebsiella pneumoniae,PRJNA692829,SAMN17371881,strain: sc18383857,"host: Homo sapiens,isolation_source: Rectal swab/stool",5663680,154,0,No,0,0,0,No,,,2021-05-21T00:00:00Z,2021-05-21T00:00:00Z
JAFHPY01,WGS,,BCT,Escherichia coli,PRJNA692829,SAMN17371882,strain: sc18393485,"host: Homo sapiens,isolation_source: Rectal swab/stool",5179222,290,0,No,0,0,0,No,,,2021-05-21T00:00:00Z,2021-05-21T00:00:00Z
